#node	identifier	category	term ID	term description
IK	9606.ENSP00000396301	TISSUES	BTO:0001491	Viscus
IK	9606.ENSP00000396301	TISSUES	BTO:0003091	Urogenital system
IK	9606.ENSP00000396301	COMPARTMENTS	GOCC:0005622	Intracellular
IK	9606.ENSP00000396301	COMPARTMENTS	GOCC:0005634	Nucleus
IK	9606.ENSP00000396301	COMPARTMENTS	GOCC:0005654	Nucleoplasm
IK	9606.ENSP00000396301	COMPARTMENTS	GOCC:0005681	Spliceosomal complex
IK	9606.ENSP00000396301	COMPARTMENTS	GOCC:0005684	U2-type spliceosomal complex
IK	9606.ENSP00000396301	COMPARTMENTS	GOCC:0031974	Membrane-enclosed lumen
IK	9606.ENSP00000396301	COMPARTMENTS	GOCC:0031981	Nuclear lumen
IK	9606.ENSP00000396301	COMPARTMENTS	GOCC:0032991	Protein-containing complex
IK	9606.ENSP00000396301	COMPARTMENTS	GOCC:0043226	Organelle
IK	9606.ENSP00000396301	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
IK	9606.ENSP00000396301	COMPARTMENTS	GOCC:0043229	Intracellular organelle
IK	9606.ENSP00000396301	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
IK	9606.ENSP00000396301	COMPARTMENTS	GOCC:0043233	Organelle lumen
IK	9606.ENSP00000396301	COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen
IK	9606.ENSP00000396301	COMPARTMENTS	GOCC:0071005	U2-type precatalytic spliceosome
IK	9606.ENSP00000396301	COMPARTMENTS	GOCC:0071011	Precatalytic spliceosome
IK	9606.ENSP00000396301	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
IK	9606.ENSP00000396301	COMPARTMENTS	GOCC:1990904	Ribonucleoprotein complex
IK	9606.ENSP00000396301	Monarch HPO	EFO:0004303	Vital signs
IK	9606.ENSP00000396301	Monarch HPO	EFO:0004308	Leukocyte count
IK	9606.ENSP00000396301	Monarch HPO	EFO:0004325	Blood pressure
IK	9606.ENSP00000396301	Monarch HPO	EFO:0004503	Hematological measurement
IK	9606.ENSP00000396301	Monarch HPO	EFO:0004586	Complete blood cell count
IK	9606.ENSP00000396301	Monarch HPO	EFO:0005091	Monocyte count
IK	9606.ENSP00000396301	Monarch HPO	EFO:0006335	Systolic blood pressure
IK	9606.ENSP00000396301	UniProt Keywords	KW-0007	Acetylation
IK	9606.ENSP00000396301	UniProt Keywords	KW-0158	Chromosome
IK	9606.ENSP00000396301	UniProt Keywords	KW-0206	Cytoskeleton
IK	9606.ENSP00000396301	UniProt Keywords	KW-0507	mRNA processing
IK	9606.ENSP00000396301	UniProt Keywords	KW-0508	mRNA splicing
IK	9606.ENSP00000396301	UniProt Keywords	KW-0539	Nucleus
IK	9606.ENSP00000396301	UniProt Keywords	KW-0597	Phosphoprotein
IK	9606.ENSP00000396301	UniProt Keywords	KW-0677	Repeat
IK	9606.ENSP00000396301	UniProt Keywords	KW-0747	Spliceosome
IK	9606.ENSP00000396301	UniProt Keywords	KW-0832	Ubl conjugation
IK	9606.ENSP00000396301	UniProt Keywords	KW-0945	Host-virus interaction
IK	9606.ENSP00000396301	UniProt Keywords	KW-0963	Cytoplasm
IK	9606.ENSP00000396301	UniProt Keywords	KW-1017	Isopeptide bond
IK	9606.ENSP00000396301	Pfam	PF07807	RED-like protein C-terminal region
IK	9606.ENSP00000396301	Pfam	PF07808	RED-like protein N-terminal region
IK	9606.ENSP00000396301	InterPro	IPR012492	Protein RED, C-terminal
IK	9606.ENSP00000396301	InterPro	IPR012916	RED-like, N-terminal
IK	9606.ENSP00000396301	InterPro	IPR039896	Protein Red-like
ISY1	9606.ENSP00000273541	GO Process	GO:0000245	Spliceosomal complex assembly
ISY1	9606.ENSP00000273541	GO Process	GO:0000350	Generation of catalytic spliceosome for second transesterification step
ISY1	9606.ENSP00000273541	GO Process	GO:0000375	RNA splicing, via transesterification reactions
ISY1	9606.ENSP00000273541	GO Process	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
ISY1	9606.ENSP00000273541	GO Process	GO:0000389	mRNA 3-splice site recognition
ISY1	9606.ENSP00000273541	GO Process	GO:0000393	Spliceosomal conformational changes to generate catalytic conformation
ISY1	9606.ENSP00000273541	GO Process	GO:0000398	mRNA splicing, via spliceosome
ISY1	9606.ENSP00000273541	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
ISY1	9606.ENSP00000273541	GO Process	GO:0006259	DNA metabolic process
ISY1	9606.ENSP00000273541	GO Process	GO:0006281	DNA repair
ISY1	9606.ENSP00000273541	GO Process	GO:0006283	Transcription-coupled nucleotide-excision repair
ISY1	9606.ENSP00000273541	GO Process	GO:0006289	Nucleotide-excision repair
ISY1	9606.ENSP00000273541	GO Process	GO:0006376	mRNA splice site selection
ISY1	9606.ENSP00000273541	GO Process	GO:0006396	RNA processing
ISY1	9606.ENSP00000273541	GO Process	GO:0006397	mRNA processing
ISY1	9606.ENSP00000273541	GO Process	GO:0006725	Cellular aromatic compound metabolic process
ISY1	9606.ENSP00000273541	GO Process	GO:0006807	Nitrogen compound metabolic process
ISY1	9606.ENSP00000273541	GO Process	GO:0006950	Response to stress
ISY1	9606.ENSP00000273541	GO Process	GO:0006974	Cellular response to dna damage stimulus
ISY1	9606.ENSP00000273541	GO Process	GO:0008152	Metabolic process
ISY1	9606.ENSP00000273541	GO Process	GO:0008380	RNA splicing
ISY1	9606.ENSP00000273541	GO Process	GO:0009987	Cellular process
ISY1	9606.ENSP00000273541	GO Process	GO:0010467	Gene expression
ISY1	9606.ENSP00000273541	GO Process	GO:0016043	Cellular component organization
ISY1	9606.ENSP00000273541	GO Process	GO:0016070	RNA metabolic process
ISY1	9606.ENSP00000273541	GO Process	GO:0016071	mRNA metabolic process
ISY1	9606.ENSP00000273541	GO Process	GO:0022607	Cellular component assembly
ISY1	9606.ENSP00000273541	GO Process	GO:0022613	Ribonucleoprotein complex biogenesis
ISY1	9606.ENSP00000273541	GO Process	GO:0022618	Ribonucleoprotein complex assembly
ISY1	9606.ENSP00000273541	GO Process	GO:0033554	Cellular response to stress
ISY1	9606.ENSP00000273541	GO Process	GO:0034622	Cellular protein-containing complex assembly
ISY1	9606.ENSP00000273541	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
ISY1	9606.ENSP00000273541	GO Process	GO:0043170	Macromolecule metabolic process
ISY1	9606.ENSP00000273541	GO Process	GO:0043933	Protein-containing complex subunit organization
ISY1	9606.ENSP00000273541	GO Process	GO:0044085	Cellular component biogenesis
ISY1	9606.ENSP00000273541	GO Process	GO:0044237	Cellular metabolic process
ISY1	9606.ENSP00000273541	GO Process	GO:0044238	Primary metabolic process
ISY1	9606.ENSP00000273541	GO Process	GO:0044260	Cellular macromolecule metabolic process
ISY1	9606.ENSP00000273541	GO Process	GO:0046483	Heterocycle metabolic process
ISY1	9606.ENSP00000273541	GO Process	GO:0050896	Response to stimulus
ISY1	9606.ENSP00000273541	GO Process	GO:0051716	Cellular response to stimulus
ISY1	9606.ENSP00000273541	GO Process	GO:0065003	Protein-containing complex assembly
ISY1	9606.ENSP00000273541	GO Process	GO:0071704	Organic substance metabolic process
ISY1	9606.ENSP00000273541	GO Process	GO:0071826	Ribonucleoprotein complex subunit organization
ISY1	9606.ENSP00000273541	GO Process	GO:0071840	Cellular component organization or biogenesis
ISY1	9606.ENSP00000273541	GO Process	GO:0090304	Nucleic acid metabolic process
ISY1	9606.ENSP00000273541	GO Process	GO:1901360	Organic cyclic compound metabolic process
ISY1	9606.ENSP00000273541	GO Function	GO:0003676	Nucleic acid binding
ISY1	9606.ENSP00000273541	GO Function	GO:0003723	RNA binding
ISY1	9606.ENSP00000273541	GO Function	GO:0005488	Binding
ISY1	9606.ENSP00000273541	GO Function	GO:0097159	Organic cyclic compound binding
ISY1	9606.ENSP00000273541	GO Function	GO:1901363	Heterocyclic compound binding
ISY1	9606.ENSP00000273541	GO Component	GO:0000974	Prp19 complex
ISY1	9606.ENSP00000273541	GO Component	GO:0005622	Intracellular
ISY1	9606.ENSP00000273541	GO Component	GO:0005634	Nucleus
ISY1	9606.ENSP00000273541	GO Component	GO:0005654	Nucleoplasm
ISY1	9606.ENSP00000273541	GO Component	GO:0005681	Spliceosomal complex
ISY1	9606.ENSP00000273541	GO Component	GO:0005684	U2-type spliceosomal complex
ISY1	9606.ENSP00000273541	GO Component	GO:0031974	Membrane-enclosed lumen
ISY1	9606.ENSP00000273541	GO Component	GO:0031981	Nuclear lumen
ISY1	9606.ENSP00000273541	GO Component	GO:0032991	Protein-containing complex
ISY1	9606.ENSP00000273541	GO Component	GO:0043226	Organelle
ISY1	9606.ENSP00000273541	GO Component	GO:0043227	Membrane-bounded organelle
ISY1	9606.ENSP00000273541	GO Component	GO:0043229	Intracellular organelle
ISY1	9606.ENSP00000273541	GO Component	GO:0043231	Intracellular membrane-bounded organelle
ISY1	9606.ENSP00000273541	GO Component	GO:0043233	Organelle lumen
ISY1	9606.ENSP00000273541	GO Component	GO:0070013	Intracellular organelle lumen
ISY1	9606.ENSP00000273541	GO Component	GO:0071006	U2-type catalytic step 1 spliceosome
ISY1	9606.ENSP00000273541	GO Component	GO:0071012	Catalytic step 1 spliceosome
ISY1	9606.ENSP00000273541	GO Component	GO:0071013	Catalytic step 2 spliceosome
ISY1	9606.ENSP00000273541	GO Component	GO:0071014	post-mRNA release spliceosomal complex
ISY1	9606.ENSP00000273541	GO Component	GO:0071020	Post-spliceosomal complex
ISY1	9606.ENSP00000273541	GO Component	GO:0110165	Cellular anatomical entity
ISY1	9606.ENSP00000273541	GO Component	GO:1902494	Catalytic complex
ISY1	9606.ENSP00000273541	GO Component	GO:1990904	Ribonucleoprotein complex
ISY1	9606.ENSP00000273541	STRING clusters	CL:1684	U2-type spliceosomal complex, and U12-type spliceosomal complex
ISY1	9606.ENSP00000273541	STRING clusters	CL:1686	U2-type spliceosomal complex, and Spliceosome
ISY1	9606.ENSP00000273541	STRING clusters	CL:1688	U2-type spliceosomal complex, and mRNA cis splicing, via spliceosome
ISY1	9606.ENSP00000273541	STRING clusters	CL:1816	U2-type catalytic step 2 spliceosome, and post-spliceosomal complex
ISY1	9606.ENSP00000273541	STRING clusters	CL:1818	U2-type catalytic step 2 spliceosome, and post-spliceosomal complex
ISY1	9606.ENSP00000273541	STRING clusters	CL:1820	U2-type catalytic step 2 spliceosome
ISY1	9606.ENSP00000273541	STRING clusters	CL:1852	Isy1-like splicing family, and Splicing factor Yju2
ISY1	9606.ENSP00000273541	Reactome	HSA-5696398	Nucleotide Excision Repair
ISY1	9606.ENSP00000273541	Reactome	HSA-6781823	Formation of TC-NER Pre-Incision Complex
ISY1	9606.ENSP00000273541	Reactome	HSA-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)
ISY1	9606.ENSP00000273541	Reactome	HSA-6782135	Dual incision in TC-NER
ISY1	9606.ENSP00000273541	Reactome	HSA-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER
ISY1	9606.ENSP00000273541	Reactome	HSA-72163	mRNA Splicing - Major Pathway
ISY1	9606.ENSP00000273541	Reactome	HSA-72172	mRNA Splicing
ISY1	9606.ENSP00000273541	Reactome	HSA-72203	Processing of Capped Intron-Containing Pre-mRNA
ISY1	9606.ENSP00000273541	Reactome	HSA-73894	DNA Repair
ISY1	9606.ENSP00000273541	Reactome	HSA-8953854	Metabolism of RNA
ISY1	9606.ENSP00000273541	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
ISY1	9606.ENSP00000273541	TISSUES	BTO:0000042	Animal
ISY1	9606.ENSP00000273541	TISSUES	BTO:0000081	Reproductive system
ISY1	9606.ENSP00000273541	TISSUES	BTO:0000083	Female reproductive system
ISY1	9606.ENSP00000273541	TISSUES	BTO:0000254	Female reproductive gland
ISY1	9606.ENSP00000273541	TISSUES	BTO:0000522	Gland
ISY1	9606.ENSP00000273541	TISSUES	BTO:0001488	Endocrine gland
ISY1	9606.ENSP00000273541	TISSUES	BTO:0001489	Whole body
ISY1	9606.ENSP00000273541	TISSUES	BTO:0003091	Urogenital system
ISY1	9606.ENSP00000273541	COMPARTMENTS	GOCC:0005622	Intracellular
ISY1	9606.ENSP00000273541	COMPARTMENTS	GOCC:0005634	Nucleus
ISY1	9606.ENSP00000273541	COMPARTMENTS	GOCC:0005681	Spliceosomal complex
ISY1	9606.ENSP00000273541	COMPARTMENTS	GOCC:0005684	U2-type spliceosomal complex
ISY1	9606.ENSP00000273541	COMPARTMENTS	GOCC:0032991	Protein-containing complex
ISY1	9606.ENSP00000273541	COMPARTMENTS	GOCC:0043226	Organelle
ISY1	9606.ENSP00000273541	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
ISY1	9606.ENSP00000273541	COMPARTMENTS	GOCC:0043229	Intracellular organelle
ISY1	9606.ENSP00000273541	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
ISY1	9606.ENSP00000273541	COMPARTMENTS	GOCC:0071006	U2-type catalytic step 1 spliceosome
ISY1	9606.ENSP00000273541	COMPARTMENTS	GOCC:0071012	Catalytic step 1 spliceosome
ISY1	9606.ENSP00000273541	COMPARTMENTS	GOCC:0071013	Catalytic step 2 spliceosome
ISY1	9606.ENSP00000273541	COMPARTMENTS	GOCC:0071020	Post-spliceosomal complex
ISY1	9606.ENSP00000273541	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
ISY1	9606.ENSP00000273541	COMPARTMENTS	GOCC:1902494	Catalytic complex
ISY1	9606.ENSP00000273541	COMPARTMENTS	GOCC:1990904	Ribonucleoprotein complex
ISY1	9606.ENSP00000273541	UniProt Keywords	KW-0175	Coiled coil
ISY1	9606.ENSP00000273541	Pfam	PF06246	Isy1-like splicing family
ISY1	9606.ENSP00000273541	InterPro	IPR009360	Pre-mRNA-splicing factor Isy1
ISY1	9606.ENSP00000273541	InterPro	IPR029012	Helix hairpin bin domain superfamily
ISY1	9606.ENSP00000273541	InterPro	IPR037200	Pre-mRNA-splicing factor Isy1 superfamily
ITPKC	9606.ENSP00000263370	GO Process	GO:0006066	Alcohol metabolic process
ITPKC	9606.ENSP00000263370	GO Process	GO:0006793	Phosphorus metabolic process
ITPKC	9606.ENSP00000263370	GO Process	GO:0006796	Phosphate-containing compound metabolic process
ITPKC	9606.ENSP00000263370	GO Process	GO:0008152	Metabolic process
ITPKC	9606.ENSP00000263370	GO Process	GO:0009058	Biosynthetic process
ITPKC	9606.ENSP00000263370	GO Process	GO:0009987	Cellular process
ITPKC	9606.ENSP00000263370	GO Process	GO:0016310	Phosphorylation
ITPKC	9606.ENSP00000263370	GO Process	GO:0019637	Organophosphate metabolic process
ITPKC	9606.ENSP00000263370	GO Process	GO:0019751	Polyol metabolic process
ITPKC	9606.ENSP00000263370	GO Process	GO:0032958	Inositol phosphate biosynthetic process
ITPKC	9606.ENSP00000263370	GO Process	GO:0043647	Inositol phosphate metabolic process
ITPKC	9606.ENSP00000263370	GO Process	GO:0044237	Cellular metabolic process
ITPKC	9606.ENSP00000263370	GO Process	GO:0044281	Small molecule metabolic process
ITPKC	9606.ENSP00000263370	GO Process	GO:0044283	Small molecule biosynthetic process
ITPKC	9606.ENSP00000263370	GO Process	GO:0046165	Alcohol biosynthetic process
ITPKC	9606.ENSP00000263370	GO Process	GO:0046173	Polyol biosynthetic process
ITPKC	9606.ENSP00000263370	GO Process	GO:0071704	Organic substance metabolic process
ITPKC	9606.ENSP00000263370	GO Process	GO:0090407	Organophosphate biosynthetic process
ITPKC	9606.ENSP00000263370	GO Process	GO:1901576	Organic substance biosynthetic process
ITPKC	9606.ENSP00000263370	GO Process	GO:1901615	Organic hydroxy compound metabolic process
ITPKC	9606.ENSP00000263370	GO Process	GO:1901617	Organic hydroxy compound biosynthetic process
ITPKC	9606.ENSP00000263370	GO Function	GO:0000166	Nucleotide binding
ITPKC	9606.ENSP00000263370	GO Function	GO:0003824	Catalytic activity
ITPKC	9606.ENSP00000263370	GO Function	GO:0005488	Binding
ITPKC	9606.ENSP00000263370	GO Function	GO:0005515	Protein binding
ITPKC	9606.ENSP00000263370	GO Function	GO:0005516	Calmodulin binding
ITPKC	9606.ENSP00000263370	GO Function	GO:0005524	ATP binding
ITPKC	9606.ENSP00000263370	GO Function	GO:0008440	inositol-1,4,5-trisphosphate 3-kinase activity
ITPKC	9606.ENSP00000263370	GO Function	GO:0016301	Kinase activity
ITPKC	9606.ENSP00000263370	GO Function	GO:0016740	Transferase activity
ITPKC	9606.ENSP00000263370	GO Function	GO:0016772	Transferase activity, transferring phosphorus-containing groups
ITPKC	9606.ENSP00000263370	GO Function	GO:0016773	Phosphotransferase activity, alcohol group as acceptor
ITPKC	9606.ENSP00000263370	GO Function	GO:0017076	Purine nucleotide binding
ITPKC	9606.ENSP00000263370	GO Function	GO:0030554	Adenyl nucleotide binding
ITPKC	9606.ENSP00000263370	GO Function	GO:0032553	Ribonucleotide binding
ITPKC	9606.ENSP00000263370	GO Function	GO:0032555	Purine ribonucleotide binding
ITPKC	9606.ENSP00000263370	GO Function	GO:0032559	Adenyl ribonucleotide binding
ITPKC	9606.ENSP00000263370	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
ITPKC	9606.ENSP00000263370	GO Function	GO:0036094	Small molecule binding
ITPKC	9606.ENSP00000263370	GO Function	GO:0043167	Ion binding
ITPKC	9606.ENSP00000263370	GO Function	GO:0043168	Anion binding
ITPKC	9606.ENSP00000263370	GO Function	GO:0051765	Inositol tetrakisphosphate kinase activity
ITPKC	9606.ENSP00000263370	GO Function	GO:0051766	Inositol trisphosphate kinase activity
ITPKC	9606.ENSP00000263370	GO Function	GO:0097159	Organic cyclic compound binding
ITPKC	9606.ENSP00000263370	GO Function	GO:0097367	Carbohydrate derivative binding
ITPKC	9606.ENSP00000263370	GO Function	GO:1901265	Nucleoside phosphate binding
ITPKC	9606.ENSP00000263370	GO Function	GO:1901363	Heterocyclic compound binding
ITPKC	9606.ENSP00000263370	GO Component	GO:0005622	Intracellular
ITPKC	9606.ENSP00000263370	GO Component	GO:0005634	Nucleus
ITPKC	9606.ENSP00000263370	GO Component	GO:0005654	Nucleoplasm
ITPKC	9606.ENSP00000263370	GO Component	GO:0005737	Cytoplasm
ITPKC	9606.ENSP00000263370	GO Component	GO:0005829	Cytosol
ITPKC	9606.ENSP00000263370	GO Component	GO:0016604	Nuclear body
ITPKC	9606.ENSP00000263370	GO Component	GO:0016607	Nuclear speck
ITPKC	9606.ENSP00000263370	GO Component	GO:0031974	Membrane-enclosed lumen
ITPKC	9606.ENSP00000263370	GO Component	GO:0031981	Nuclear lumen
ITPKC	9606.ENSP00000263370	GO Component	GO:0043226	Organelle
ITPKC	9606.ENSP00000263370	GO Component	GO:0043227	Membrane-bounded organelle
ITPKC	9606.ENSP00000263370	GO Component	GO:0043229	Intracellular organelle
ITPKC	9606.ENSP00000263370	GO Component	GO:0043231	Intracellular membrane-bounded organelle
ITPKC	9606.ENSP00000263370	GO Component	GO:0043233	Organelle lumen
ITPKC	9606.ENSP00000263370	GO Component	GO:0070013	Intracellular organelle lumen
ITPKC	9606.ENSP00000263370	GO Component	GO:0110165	Cellular anatomical entity
ITPKC	9606.ENSP00000263370	STRING clusters	CL:9593	Inositol phosphate metabolism, and Charcot-Marie-Tooth disease type 4
ITPKC	9606.ENSP00000263370	STRING clusters	CL:9594	Inositol phosphate metabolism, and inositol hexakisphosphate kinase activity
ITPKC	9606.ENSP00000263370	STRING clusters	CL:9595	Inositol phosphate metabolism, and inositol hexakisphosphate kinase activity
ITPKC	9606.ENSP00000263370	STRING clusters	CL:9679	Inositol phosphate metabolism
ITPKC	9606.ENSP00000263370	STRING clusters	CL:9680	Inositol polyphosphate kinase, and inositol tetrakisphosphate phosphatase activity
ITPKC	9606.ENSP00000263370	STRING clusters	CL:9681	Inositol trisphosphate kinase activity, and inositol tetrakisphosphate phosphatase activity
ITPKC	9606.ENSP00000263370	KEGG	hsa00562	Inositol phosphate metabolism
ITPKC	9606.ENSP00000263370	KEGG	hsa01100	Metabolic pathways
ITPKC	9606.ENSP00000263370	KEGG	hsa04020	Calcium signaling pathway
ITPKC	9606.ENSP00000263370	KEGG	hsa04070	Phosphatidylinositol signaling system
ITPKC	9606.ENSP00000263370	Reactome	HSA-1430728	Metabolism
ITPKC	9606.ENSP00000263370	Reactome	HSA-1483249	Inositol phosphate metabolism
ITPKC	9606.ENSP00000263370	Reactome	HSA-1855204	Synthesis of IP3 and IP4 in the cytosol
ITPKC	9606.ENSP00000263370	WikiPathways	WP1984	Integrated breast cancer pathway
ITPKC	9606.ENSP00000263370	WikiPathways	WP4286	Genotoxicity pathway
ITPKC	9606.ENSP00000263370	DISEASES	DOID:0050828	Artery disease
ITPKC	9606.ENSP00000263370	DISEASES	DOID:114	Heart disease
ITPKC	9606.ENSP00000263370	DISEASES	DOID:11843	Coronary artery anomaly
ITPKC	9606.ENSP00000263370	DISEASES	DOID:1287	Cardiovascular system disease
ITPKC	9606.ENSP00000263370	DISEASES	DOID:13378	Kawasaki disease
ITPKC	9606.ENSP00000263370	DISEASES	DOID:1602	Lymphadenitis
ITPKC	9606.ENSP00000263370	DISEASES	DOID:178	Vascular disease
ITPKC	9606.ENSP00000263370	DISEASES	DOID:2914	Immune system disease
ITPKC	9606.ENSP00000263370	DISEASES	DOID:3362	Coronary aneurysm
ITPKC	9606.ENSP00000263370	DISEASES	DOID:3393	Coronary artery disease
ITPKC	9606.ENSP00000263370	DISEASES	DOID:4	Disease
ITPKC	9606.ENSP00000263370	DISEASES	DOID:7	Disease of anatomical entity
ITPKC	9606.ENSP00000263370	DISEASES	DOID:75	Lymphatic system disease
ITPKC	9606.ENSP00000263370	DISEASES	DOID:9768	Heart aneurysm
ITPKC	9606.ENSP00000263370	DISEASES	DOID:9942	Lymph node disease
ITPKC	9606.ENSP00000263370	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
ITPKC	9606.ENSP00000263370	TISSUES	BTO:0000042	Animal
ITPKC	9606.ENSP00000263370	TISSUES	BTO:0000420	Neck
ITPKC	9606.ENSP00000263370	TISSUES	BTO:0000522	Gland
ITPKC	9606.ENSP00000263370	TISSUES	BTO:0000828	Throat
ITPKC	9606.ENSP00000263370	TISSUES	BTO:0001379	Thyroid gland
ITPKC	9606.ENSP00000263370	TISSUES	BTO:0001488	Endocrine gland
ITPKC	9606.ENSP00000263370	TISSUES	BTO:0001489	Whole body
ITPKC	9606.ENSP00000263370	TISSUES	BTO:0001493	Trunk
ITPKC	9606.ENSP00000263370	COMPARTMENTS	GOCC:0005622	Intracellular
ITPKC	9606.ENSP00000263370	Monarch HPO	EFO:0004302	Anthropometric measurement
ITPKC	9606.ENSP00000263370	Monarch HPO	EFO:0004324	Body weights and measures
ITPKC	9606.ENSP00000263370	Monarch HPO	EFO:0004339	Body height
ITPKC	9606.ENSP00000263370	UniProt Keywords	KW-0067	ATP-binding
ITPKC	9606.ENSP00000263370	UniProt Keywords	KW-0112	Calmodulin-binding
ITPKC	9606.ENSP00000263370	UniProt Keywords	KW-0418	Kinase
ITPKC	9606.ENSP00000263370	UniProt Keywords	KW-0539	Nucleus
ITPKC	9606.ENSP00000263370	UniProt Keywords	KW-0547	Nucleotide-binding
ITPKC	9606.ENSP00000263370	UniProt Keywords	KW-0597	Phosphoprotein
ITPKC	9606.ENSP00000263370	UniProt Keywords	KW-0808	Transferase
ITPKC	9606.ENSP00000263370	UniProt Keywords	KW-0963	Cytoplasm
ITPKC	9606.ENSP00000263370	Pfam	PF03770	Inositol polyphosphate kinase 
ITPKC	9606.ENSP00000263370	InterPro	IPR005522	Inositol polyphosphate kinase
ITPKC	9606.ENSP00000263370	InterPro	IPR038286	Inositol polyphosphate kinase superfamily
JDP2	9606.ENSP00000267569	GO Process	GO:0000122	Negative regulation of transcription by rna polymerase ii
JDP2	9606.ENSP00000267569	GO Process	GO:0006355	Regulation of transcription, dna-templated
JDP2	9606.ENSP00000267569	GO Process	GO:0006357	Regulation of transcription by rna polymerase ii
JDP2	9606.ENSP00000267569	GO Process	GO:0009889	Regulation of biosynthetic process
JDP2	9606.ENSP00000267569	GO Process	GO:0009890	Negative regulation of biosynthetic process
JDP2	9606.ENSP00000267569	GO Process	GO:0009892	Negative regulation of metabolic process
JDP2	9606.ENSP00000267569	GO Process	GO:0009893	Positive regulation of metabolic process
JDP2	9606.ENSP00000267569	GO Process	GO:0010468	Regulation of gene expression
JDP2	9606.ENSP00000267569	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
JDP2	9606.ENSP00000267569	GO Process	GO:0010558	Negative regulation of macromolecule biosynthetic process
JDP2	9606.ENSP00000267569	GO Process	GO:0010604	Positive regulation of macromolecule metabolic process
JDP2	9606.ENSP00000267569	GO Process	GO:0010605	Negative regulation of macromolecule metabolic process
JDP2	9606.ENSP00000267569	GO Process	GO:0010629	Negative regulation of gene expression
JDP2	9606.ENSP00000267569	GO Process	GO:0010638	Positive regulation of organelle organization
JDP2	9606.ENSP00000267569	GO Process	GO:0019219	Regulation of nucleobase-containing compound metabolic process
JDP2	9606.ENSP00000267569	GO Process	GO:0019222	Regulation of metabolic process
JDP2	9606.ENSP00000267569	GO Process	GO:0031056	Regulation of histone modification
JDP2	9606.ENSP00000267569	GO Process	GO:0031058	Positive regulation of histone modification
JDP2	9606.ENSP00000267569	GO Process	GO:0031063	Regulation of histone deacetylation
JDP2	9606.ENSP00000267569	GO Process	GO:0031065	Positive regulation of histone deacetylation
JDP2	9606.ENSP00000267569	GO Process	GO:0031323	Regulation of cellular metabolic process
JDP2	9606.ENSP00000267569	GO Process	GO:0031324	Negative regulation of cellular metabolic process
JDP2	9606.ENSP00000267569	GO Process	GO:0031325	Positive regulation of cellular metabolic process
JDP2	9606.ENSP00000267569	GO Process	GO:0031326	Regulation of cellular biosynthetic process
JDP2	9606.ENSP00000267569	GO Process	GO:0031327	Negative regulation of cellular biosynthetic process
JDP2	9606.ENSP00000267569	GO Process	GO:0031399	Regulation of protein modification process
JDP2	9606.ENSP00000267569	GO Process	GO:0031401	Positive regulation of protein modification process
JDP2	9606.ENSP00000267569	GO Process	GO:0032268	Regulation of cellular protein metabolic process
JDP2	9606.ENSP00000267569	GO Process	GO:0032270	Positive regulation of cellular protein metabolic process
JDP2	9606.ENSP00000267569	GO Process	GO:0033043	Regulation of organelle organization
JDP2	9606.ENSP00000267569	GO Process	GO:0033044	Regulation of chromosome organization
JDP2	9606.ENSP00000267569	GO Process	GO:0045595	Regulation of cell differentiation
JDP2	9606.ENSP00000267569	GO Process	GO:0045596	Negative regulation of cell differentiation
JDP2	9606.ENSP00000267569	GO Process	GO:0045598	Regulation of fat cell differentiation
JDP2	9606.ENSP00000267569	GO Process	GO:0045599	Negative regulation of fat cell differentiation
JDP2	9606.ENSP00000267569	GO Process	GO:0045892	Negative regulation of transcription, dna-templated
JDP2	9606.ENSP00000267569	GO Process	GO:0045934	Negative regulation of nucleobase-containing compound metabolic process
JDP2	9606.ENSP00000267569	GO Process	GO:0048518	Positive regulation of biological process
JDP2	9606.ENSP00000267569	GO Process	GO:0048519	Negative regulation of biological process
JDP2	9606.ENSP00000267569	GO Process	GO:0048522	Positive regulation of cellular process
JDP2	9606.ENSP00000267569	GO Process	GO:0048523	Negative regulation of cellular process
JDP2	9606.ENSP00000267569	GO Process	GO:0050789	Regulation of biological process
JDP2	9606.ENSP00000267569	GO Process	GO:0050793	Regulation of developmental process
JDP2	9606.ENSP00000267569	GO Process	GO:0050794	Regulation of cellular process
JDP2	9606.ENSP00000267569	GO Process	GO:0051093	Negative regulation of developmental process
JDP2	9606.ENSP00000267569	GO Process	GO:0051128	Regulation of cellular component organization
JDP2	9606.ENSP00000267569	GO Process	GO:0051130	Positive regulation of cellular component organization
